country,article_name,revision_id,article_quality_est.,population
Cambodia,Kong Sam Ol,754944744.0,Stub,15497000.0
Cambodia,Pho Proeung,755504987.0,Stub,15497000.0
Cambodia,San Yun,756129985.0,Stub,15497000.0
Cambodia,Tiv Ol,756722795.0,Start,15497000.0
Cambodia,Son Ngoc Thanh,758665997.0,C,15497000.0
Cambodia,Monovithya Kem,759510662.0,Stub,15497000.0
Cambodia,Mom Chim Huy,761412104.0,Stub,15497000.0
Cambodia,Norodom Norindeth,761941416.0,Start,15497000.0
Cambodia,Hem Heng,763098565.0,Start,15497000.0
Cambodia,Chum Bunrong,763098588.0,Stub,15497000.0
Cambodia,Duong Vanna,763316692.0,Stub,15497000.0
Cambodia,Chhay Tan,763968613.0,Stub,15497000.0
Cambodia,Keat Chhon,765244120.0,Stub,15497000.0
Cambodia,Ang Vong Vathana,765375452.0,Stub,15497000.0
Cambodia,Keo Remy,766576352.0,Stub,15497000.0
Cambodia,Sun Chanthol,766834612.0,Start,15497000.0
Cambodia,Khieu Kanharith,766836319.0,Stub,15497000.0
Cambodia,Chay Saing Yun,767217618.0,Stub,15497000.0
Cambodia,Ek Sam Ol,767218020.0,Stub,15497000.0
Cambodia,Ouk Rabun,767867369.0,Stub,15497000.0
Cambodia,Hun Phoeung,768488633.0,Stub,15497000.0
Cambodia,Nguon Nhel,769381746.0,Stub,15497000.0
Cambodia,Khuon Sodary,769381831.0,Stub,15497000.0
Cambodia,Sok Pheng,769447485.0,Stub,15497000.0
Cambodia,Say Chhum,769929584.0,Stub,15497000.0
Cambodia,Im Sothy,771408501.0,Stub,15497000.0
Cambodia,Eng Chhai Eang,773103096.0,Stub,15497000.0
Cambodia,Heng Pov,773157273.0,Start,15497000.0
Cambodia,Him Chhem,773455924.0,Stub,15497000.0
Cambodia,Ho Non,773694865.0,Stub,15497000.0
Cambodia,Ho Vann,773695304.0,Stub,15497000.0
Cambodia,Hul Savorn,774100291.0,Stub,15497000.0
Cambodia,Pol Hom,776153762.0,Stub,15497000.0
Cambodia,Thong Khon,777665222.0,Stub,15497000.0
Cambodia,Hor Namhong,777765537.0,C,15497000.0
Cambodia,Keo Saphal (Siem Reap politician),778675539.0,Stub,15497000.0
Cambodia,Keo Saphal (Takeo politician),778675542.0,Stub,15497000.0
Cambodia,Khek Vandy,778806364.0,Stub,15497000.0
Cambodia,Khun Haing,778825745.0,Stub,15497000.0
Cambodia,Khy Taing Lim,778830534.0,Stub,15497000.0
Cambodia,Kimsour Phirith,778947267.0,Stub,15497000.0
Cambodia,Kuoch Ky,779440080.0,Stub,15497000.0
Cambodia,Kuoy Bunroeun,779441002.0,Stub,15497000.0
Cambodia,Chou Bun Eng,779541149.0,Start,15497000.0
Cambodia,Ke Sovannaroth,779541334.0,Stub,15497000.0
Cambodia,Norodom Rattana Devi,779541359.0,Stub,15497000.0
Cambodia,Norodom Vichara,779541415.0,Stub,15497000.0
Cambodia,Nin Saphon,779541481.0,Stub,15497000.0
Cambodia,Tioulong Saumura,779541578.0,Start,15497000.0
Cambodia,Som Kimsuor,779541650.0,Stub,15497000.0
Cambodia,Suy Sem,780608915.0,Stub,15497000.0
Cambodia,Sourn Serey Ratha,780691538.0,Stub,15497000.0
Cambodia,Ly Son,782622853.0,Stub,15497000.0
Cambodia,Ly Thuch,782622857.0,Stub,15497000.0
Cambodia,List of heads of state of Cambodia,782894395.0,C,15497000.0
Cambodia,Son Sann,783107330.0,C,15497000.0
Cambodia,Mam Bun Neang,783142781.0,Stub,15497000.0
Cambodia,Chan Sarun,783239117.0,Stub,15497000.0
Cambodia,Mao Monyvann,783294124.0,Stub,15497000.0
Cambodia,Men Sam An,784442393.0,Stub,15497000.0
Cambodia,Mey Norn,784629286.0,Stub,15497000.0
